occ_name,number,st_prefix,street,st_type,st_suffix,addr_2,apt_room,city,state,zip,property_class,prop_use,property,floors_above,floors_below,roof_cover,roof,construct,construction_ty,det_pres,det_present,det_type,detect_type,det_power,detector_power,aes_pres,aes_present,aes_type,aestype,first_name,last_name,phone,ext,name,first,last,notes
Avc Staffing Network (home Business),24307,W,GOLDEN SUNSET,DR,,,,Plainfield,IL,60544,5,500,"Mercantile, business, Other",,,,,,,,,,,,,,,,,Alexis,Villanueva,815-609-0316,,AVC STAFFING NETWORK (HOME BUSINESS),ALEXIS,VILLANUEVA,
Dupage Medicar Transportation (home Bus),24307,W,GOLDEN SUNSET,DR,,,,Plainfield,IL,60544,5,500,"Mercantile, business, Other",,,,,,,,,,,,,,,,,Alex,Villanueva,630-742-8461,,DUPAGE MEDICAR TRANSPORTATION (HOME BUS),ALEX,VILLANUEVA,
Window Shades (home Business),24307,W,GOLDEN SUNSET,DR,,,,Plainfield,IL,60544,5,500,"Mercantile, business, Other",,,,,,,,,,,,,,,,,Alexis,Villanueva,815-609-0317,,WINDOW SHADES (HOME BUSINESS),ALEXIS,VILLANUEVA,
Cell Tower,2431,S,VON ESCH,RD,,,,JOLIET,IL,60431,6,640,Utility or Distribution sys,1,,0,R,0,U,N,N,,,,,N,N,,,,Global Signal Aquisition,724-416-2315,,CELL TOWER,,GLOBAL SIGNAL AQUISITION,
Tom's Complete Home Repair (home Bus),2431,S,TEAL,CT,,,,Plainfield,IL,60544,5,500,"Mercantile, business, Other",,,,,,,,,,,,,,,,,Thomas,Howard,815-254-7929,,TOM'S COMPLETE HOME REPAIR (HOME BUS),THOMAS,HOWARD,
Nts (home Bus),24314,W,FARMSTEAD,LN,,,,Plainfield,IL,60544,5,500,"Mercantile, business, Other",,,,,,,,,,,,,,,,,Scott,Reaska,815-577-0284,,NTS (HOME BUS),SCOTT,REASKA,
Eich's Sports,24316,W,143RD,ST,,,,PLAINFIELD,IL,60544,5,549,Specialty shop,1,,6,M,4,U,1,P,1,S,4,H,N,N,,,Brian,Eich,815-509-8142,,EICH'S SPORTS,BRIAN,EICH,Martial Arts: Charles Iche 815-922-9326
Van Dyke Center Multi-tenant Bldg,24317,W,143RD,ST,,,,Plainfield,IL,60544,8,891,Warehouse,1,,7,B,3,P,1,P,4,S,4,H,1,P,1,W,Tim,Frangella,708-714-4980,,VAN DYKE CENTER MULTI-TENANT BLDG,TIM,FRANGELLA,"A&s International: Ted Price 440-808-9570|Advanced Turf Solutions: Karen Lawson 815-791-8923|Go Pro Baseball Llc: Jason Shelley 815-483-0751|Hatfield & Company, Inc.: Greg Hatfield 972-285-0115|Pronto Mechanical Inc./bare Metal Maint.: Antonio Cabrera 331-444-4915|Team Illinois Cheerleading, Inc.: Linda Sack 815-436-2269|Vacant (cribs To College):  "
The Streams Recreation Center Park Dist,24319,W,CEDAR CREEK,LN,,,,PLAINFIELD,IL,60586,1,120,"Variable-use amusement, rec",1,1,0,R,4,U,1,P,31,S,4,H,N,N,,,,Plainfield Park Dist.,815-436-8812,,THE STREAMS RECREATION CENTER PARK DIST,,PLAINFIELD PARK DIST.,
River Front Center,24321,W,LOCKPORT,ST,,,,PLAINFIELD,IL,60544,1,150,"Public or government, Other",1,,,,,,,,,,,,,,,,Allan,Persons,815-851-9310,,RIVER FRONT CENTER,ALLAN,PERSONS,
Advance Molding Concepts,24322,W,143RD,ST,,,,PLAINFIELD,IL,60544,7,700,"Manufacturing, processing",1,,7,B,6,U,1,P,31,S,2,H,N,N,,,Walt,Schneiter,815-272-5978,,ADVANCE MOLDING CONCEPTS,WALT,SCHNEITER,
Insomniak Motorworkz,2433,S,VON ESCH,RD,,EAST SECTION,,PLAINFIELD,IL,60586,5,549,Specialty shop,1,,,,,,,,,,,,,,,,Mike,Hall,630-510-2635,,INSOMNIAK MOTORWORKZ,MIKE,HALL,Personal Storage Unit:  
Air Temperature Control (home Business),24337,W,PEAR TREE,WAY,,,,Plainfield,IL,60544,5,500,"Mercantile, business, Other",,,,,,,,,,,,,,,,,Georgia,Dimas,630-802-0828,,AIR TEMPERATURE CONTROL (HOME BUSINESS),GEORGIA,DIMAS,
Route 30 Self Storage,2436,W,PLAINFIELD,RD,,,,CREST HILL,IL,60403,8,899,Residential or self-storage,1,,,,,,,,,,,,,,,,Donald,Leaman,815-436-9735,,ROUTE 30 SELF STORAGE,DONALD,LEAMAN,
Church Of The Good Shepard Evangelical,2437,W,PLAINFIELD,RD,,,,CREST HILL,IL,60403,1,131,"Church, mosque, synagogue,",1,,,,,,,,,,,,,,,,Jake,Bradley,815-483-0649,,CHURCH OF THE GOOD SHEPARD EVANGELICAL,JAKE,BRADLEY,
Crossings At Wolf Creek Park,24400,S,HERITAGE,DR,,,,PLAINFIELD,IL,60585,9,900,Outside or special property,1,,,,,,,,,,,,,,,,,,,,CROSSINGS AT WOLF CREEK PARK,,,
Plainfield Village Hall,24401,W,LOCKPORT,ST,,,,PLAINFIELD,IL,60544,1,150,"Public or government, Other",2,1,7,B,4,U,1,P,5,M,4,H,1,P,1,W,Brian,Murphy,815-600-2011,,PLAINFIELD VILLAGE HALL,BRIAN,MURPHY,
Plainfield Village Square - Main Bldg,24402,W,LOCKPORT,ST,,,,PLAINFIELD,IL,60544,5,500,"Mercantile, business, Other",2,,7,B,4,U,1,P,5,M,4,H,1,P,1,W,Joann,Hudzik,847-209-1009,,PLAINFIELD VILLAGE SQUARE - MAIN BLDG,JOANN,HUDZIK,"Agor Behavioral Health:  |Ameriprise Financial:  |Associates In Professional Counseling: Dj Investiments 815-609-8000|Athletico: Caleb Syfert 815-713-6472|Cintas: Edward Pagella 815-439-3692|Country Financial:  |Country Financial - Additional Space: Plainfield Village Square 815-609-8000|D.j. Investments, Inc./deer Ridge Homes: Joann Buerstetta 847-209-1009|Duplicate  Agora Behavioral Health Servi:  |Duplicate Ism Northshore International: Baxter & Woodman, Inc. 815-459-1260|Edward Jones:  |First Federal Bank: Plainfield Village Square 815-609-8000|Gsf Mortgage:  |Harvest In Home Care:  |Hpd, Llc - Veolia:  |I Link Resources: Amy Negrete 815-409-9115|J. Joho Boutique: Plainfield Village Sq. 815-609-8000|Lance K. Skinkys, Dds, Pc: Joann Hudzik 815-609-8000|Nail Care:  |Nail Care - Additional Space: Jennifer Stapleton 815-483-5106|North Shore International Insurance:  |Prairie One Insurance Agency, Llc: Leo Atac 815-272-1709|Remax Ultimate Professionals:  |Remove Duplicate: Alicia Lyles-pegues 630-880-1309|Remove Duplicate:  |Salon Nine: Cherise Kehres 815-545-2538|Soul Flo Yoga: Melissa Bruce 630-696-8294|The Tap House: Mark Zych 847-757-3086"
Park - Streams,24403,W,CEDAR CREEK,LN,,THE STREAMS PARK,,PLAINFIELD,IL,60586,1,124,Playground,,,,,,,,,,,,,,,,,,,,,PARK - STREAMS,,,
Settlers Park Concession Stand,24403,W,LOCKPORT,ST,,,,PLAINFIELD,IL,60544,1,160,"Eating, drinking places, ot",1,,6,M,6,U,1,P,1,S,4,H,N,N,,,Patrick,Miller,815-693-5060,,SETTLERS PARK CONCESSION STAND,PATRICK,MILLER,
Diageo Global,24440,W,143RD,ST,,,,Plainfield,IL,60544,7,700,"Manufacturing, processing",2,,7,B,4,U,1,P,5,M,4,H,1,P,1,W,Timothy,Murray,630-554-3834,,DIAGEO GLOBAL,TIMOTHY,MURRAY,
Park - John Adams East,24440,W,JOHN ADAMS,DR,,JOHN ADAMS PARK EAST - PATRIOT SQUARE,,PLAINFIELD,IL,60544,1,124,Playground,,,,,,,,,,,,,,,,,,,,,PARK - JOHN ADAMS EAST,,,
Alpine Irrigation Company,24501,W,RENWICK,RD,,,,PLAINFIELD,IL,60544,8,808,Outbuilding or shed,1,,6,M,8,U,N,N,,,,,N,N,,,Robert,Zeh,815-436-9012,,ALPINE IRRIGATION COMPANY,ROBERT,ZEH,
Advocate Medical Group,24508,W,VILLAGE CENTER,DR,,,,PLAINFIELD,IL,60544,3,340,"Clinics, doctors offices, h",1,,0,R,0,U,1,P,5,M,4,H,1,P,1,W,Mark,Sotelo,630-362-0594,,ADVOCATE MEDICAL GROUP,MARK,SOTELO,
First Midwest Bank,24509,W,LOCKPORT,ST,,,,Plainfield,IL,60544,5,592,Bank,2,1,6,M,4,U,1,P,31,S,4,H,1,P,1,W,,First Midwest Bank,708-229-3670,,FIRST MIDWEST BANK,,FIRST MIDWEST BANK,
Van Dyke Place Multi-tenant Building,24510,W,LOCKPORT,ST,,,,PLAINFIELD,IL,60544,5,500,"Mercantile, business, Other",1,,7,B,8,U,1,P,5,M,4,H,1,P,1,W,,,,,VAN DYKE PLACE MULTI-TENANT BUILDING,,,Advanced Family Eyecare: James Tuel 815-245-9958|Nu Life Energy Chiro:  
Larry's Diner,24522,W,LOCKPORT,ST,,,,Plainfield,IL,60544,1,161,Restaurant or cafeteria,1,,0,R,6,U,N,N,,,,,N,N,,,Kostas Gus,Alexopoulos,708-539-1037,,LARRY'S DINER,KOSTAS GUS,ALEXOPOULOS,
Renwick Community Park Recreation Center,24550,W,RENWICK,RD,,,,PLAINFIELD,IL,60544,1,141,Athletic/health club,1,,6,M,4,U,1,P,5,M,4,H,1,P,1,W,,,,,RENWICK COMMUNITY PARK RECREATION CENTER,,,Park - Fort Beggs Ballpark:  
Edward Bldg B Plainfield Medical Bldg,24600,W,127TH,ST,,,,PLAINFIELD,IL,60585,3,340,"Clinics, doctors offices, h",3,,7,B,3,P,1,P,5,M,4,H,1,P,1,W,,Duke Realty,847-232-5400,,EDWARD BLDG B PLAINFIELD MEDICAL BLDG,,DUKE REALTY,"Dupage Medical Group: Bremmer Duke 888-816-8661|Edward Bldg A - Er-cancer-cardiac-out Pt: Mike Wantiez 630-527-3854|Edward Bldg C Plainfield Surgery Ctr: Karen Rouse 815-260-8732|Edward Health Ventures: Edward Health Ventures 630-527-3000|Edward Health Ventures:  |Edward Medical Group: Duke Realty 847-232-5400|Edward Medical Group Additional Space: Edward Health Ventures 630-527-3000|Edward Medical Group Ob: Karen Granato 630-527-6838|Edward Timeshare Office: Home Office 630-668-8250|Kappelman Dermatology: Jessica Kappelman 847-772-6673|Kids First Pediatrics: Steve Kovar 630-922-8099|Linden Oaks: Duke Realty 317-808-6228|Linden Oaks Medical Group: Edward Hospital 630-527-3000|Linden Oaks Medical Group:  |Linden Oaks Plainfield Behavioral Health: Edward Linden Oaks At 630-305-5500|Midwest Ent: Joseph Donzelli 630-420-2323|Midwest Sports Med/burt & Will Plastic: Tripti Burt 815-577-1171|Oakbrook Allergists, S.c.: David Knysak 630-574-0470|Pediatric Health Associates: Timothy Wall 630-717-2300|Plainfield Ophthalmology Md, Sc: Robert Oppenheim 815-302-8888|Quest Diagnostics: Wendy Sparta 630-936-0767"
Wescom,24600,W,PRESIDENTIAL,AVE,,,,PLAINFIELD,IL,60544,6,639,Communications center,1,,0,R,1,F,,,,,,,,,,,,,,,WESCOM,,,
Womens Center For Health,24600,W,127TH,ST,,,SUITE 200,Plainfield,IL,60585,3,342,"Doctor, dentist or oral sur",3,,7,B,3,P,1,P,11,S,4,H,1,P,1,W,Christopher,Olson,630-567-2044,,WOMENS CENTER FOR HEALTH,CHRISTOPHER,OLSON,
Kin-ko Ace Hardware,24604,W,LOCKPORT,ST,,,,PLAINFIELD,IL,60544,5,539,"Household goods, sales, rep",1,,6,M,4,U,1,P,U,U,4,H,N,N,,,John,Tikalsky,630-963-7810,,KIN-KO ACE HARDWARE,JOHN,TIKALSKY,
Ash Dome Manufacturing Company,24608,W,LOCKPORT,ST,,,,PLAINFIELD,IL,60544,7,700,"Manufacturing, processing",1,,6,M,4,U,N,N,,,,,N,N,,,Richard,Olson,815-436-3876,,ASH DOME MANUFACTURING COMPANY,RICHARD,OLSON,
Private Residence,24624,W,WOODSTOCK,DR,,,,PLAINFIELD,IL,60544,4,419,1 or 2 family dwelling,1,,,,,,,,,,,,,,,,,,,,PRIVATE RESIDENCE,,,
Park - Fairfield Ridge,24632,W,SOLDIER,DR,,FAIRFIELD RIDGE PARK,,PLAINFIELD,IL,60544,1,124,Playground,,,,,,,,,,,,,,,,,,,,,PARK - FAIRFIELD RIDGE,,,
"Mfg Trade, Inc. (home Bus)",24640,W,CHAMPION,DR,,,,Plainfield,IL,60544,5,500,"Mercantile, business, Other",,,,,,,,,,,,,,,,,Bai Yuan,Chen,815-609-7115,,"MFG TRADE, INC. (HOME BUS)",BAI YUAN,CHEN,
Park - John Adams West,24648,W,JOHN ADAMS,DR,,JOHN ADAMS PARK -PATRIOT SQUARE SUB,,PLAINFIELD,IL,60544,1,124,Playground,,,,,,,,,,,,,,,,,,,,,PARK - JOHN ADAMS WEST,,,
Park - Normantown Trail,24660,W,135TH,ST,,NORMANTOWN TRAIL (CELL TOWER),,PLAINFIELD,IL,60585,9,931,Open land or field,,,,,,,,,,,,,,,,,,,,,PARK - NORMANTOWN TRAIL,,,
Cell Tower,24700,W,CATON FARM,RD,,,,PLAINFIELD,IL,60586,6,640,Utility or Distribution sys,1,,,,,,,,,,,,,,,,,Clear Wireless Llc,847-292-9957,,CELL TOWER,,CLEAR WIRELESS LLC,
Private Residence,24705,W,ILLINI,DR,,,,PLAINFIELD,IL,60544,4,419,1 or 2 family dwelling,1,,,,,,,,,,,,,,,,,,,,PRIVATE RESIDENCE,,,
Cell Tower,24720,W,135TH,ST,,,,PLAINFIELD,IL,60585,6,640,Utility or Distribution sys,1,,,,,,,,,,,,,,,,,Us Cellular,773-399-7523,,CELL TOWER,,US CELLULAR,
Shell Circle K,24725,W,143RD,ST,,,,PLAINFIELD,IL,60544,5,571,"Service station, gas statio",1,,7,B,4,U,1,P,5,M,4,H,1,P,1,W,Danny,Lopez,708-228-2290,,SHELL CIRCLE K,DANNY,LOPEZ,
American Legion Marne Post 13,24741,W,RENWICK,RD,,,,PLAINFIELD,IL,60544,1,160,"Eating, drinking places, ot",1,,0,R,0,U,1,P,31,S,4,H,N,N,,,Jim,Smith,815-618-3692,,AMERICAN LEGION MARNE POST 13,JIM,SMITH,
O'reilly Auto Parts #5538,2480,W,PLAINFIELD,RD,,,,CREST HILL,IL,60403,5,580,"General retail, Other",1,,,,,,1,P,5,M,4,H,1,P,1,W,,,,,O'REILLY AUTO PARTS #5538,,,
Munroe Storage,24800,W,CATON FARM,RD,,,,PLAINFIELD,IL,60586,8,880,"Vehicle storage, Other",1,,6,M,4,U,1,P,2,H,4,H,N,N,,,Lynn,Crandall,941-445-5870,,MUNROE STORAGE,LYNN,CRANDALL,Cell Tower: Michael Decesari 309-681-2626
Walgreens #6567,24801,W,135TH,ST,,,,PLAINFIELD,IL,60544,5,511,Convenience store,1,,7,B,4,U,1,P,3,C,4,H,1,P,1,W,James,Serback,815-230-3623,,WALGREENS #6567,JAMES,SERBACK,
"D & I Electronics, Inc.",24802,W,CATON FARM,RD,,,,PLAINFIELD,IL,60586,5,599,Business office,1,,6,M,4,U,1,P,31,S,4,H,N,N,,,Martin,Ivec,815-436-5960,,"D & I ELECTRONICS, INC.",MARTIN,IVEC,
Cell Tower,24803,W,111TH,ST,,,,PLAINFIELD,IL,60585,6,640,Utility or Distribution sys,1,,0,R,4,U,N,N,,,,,N,N,,,Bart,Broyles,847-619-4287,,CELL TOWER,BART,BROYLES,
Walker's Grove Elementary School,24810,W,135TH,ST,,,,PLAINFIELD,IL,60585,2,213,"Elementary school, includin",2,,7,B,4,U,1,P,1,S,4,H,N,N,,,Kellie,Sanders,815-439-5470,,WALKER'S GROVE ELEMENTARY SCHOOL,KELLIE,SANDERS,
Heritage Oaks Park,24820,W,HERITAGE OAKS,DR,,,,PLAINFIELD,IL,60585,9,900,Outside or special property,1,,,,,,,,,,,,,,,,,,,,HERITAGE OAKS PARK,,,
Family Behavioral Health,24821,W,135TH,ST,,,,Plainfield,IL,60544,5,592,Bank,1,,2,C,6,U,1,P,1,S,4,H,N,N,,,Matthew,Parvin,630-277-2041,,FAMILY BEHAVIORAL HEALTH,MATTHEW,PARVIN,
Harvest Glen Park,24825,W,MADISON,ST,,,,PLAINFIELD,IL,60544,9,900,Outside or special property,1,,,,,,,,,,,,,,,,,,,,HARVEST GLEN PARK,,,
Goddard School,24829,W,135TH,ST,,,,PLAINFIELD,IL,60544,2,254,"Day care, in commercial pro",1,,0,R,8,U,1,P,1,S,4,H,1,P,1,W,Mary,Thekel,630-904-7556,,GODDARD SCHOOL,MARY,THEKEL,
Walkers Grove School Park,24853,W,BURDICK,RD,,,,PLAINFIELD,IL,60585,9,900,Outside or special property,1,,,,,,,,,,,,,,,,,,,,WALKERS GROVE SCHOOL PARK,,,
The Children's Courtyard,24860,W,127TH,ST,,,,PLAINFIELD,IL,60585,2,254,"Day care, in commercial pro",1,,2,C,8,U,1,P,5,M,4,H,1,P,1,W,,The Childrens Courtyard,248-697-9000,,THE CHILDREN'S COURTYARD,,THE CHILDRENS COURTYARD,
Fd Channahon,24929,S,CENTER,ST,,,,Channahon,IL,60410,8,888,Fire station,1,,,,,,,,,,,,,,,,,,,,FD CHANNAHON,,,
Kgk Medical Billing Systems (home Bus),24929,W,AMBROSE,RD,,,,Plainfield,IL,60544,5,500,"Mercantile, business, Other",,,,,,,,,,,,,,,,,Gary,Kawabata,815-254-9673,,KGK MEDICAL BILLING SYSTEMS (HOME BUS),GARY,KAWABATA,
Vacant Lot (grace Point Church),24950,W,127TH,ST,,,,PLAINFIELD,IL,60585,1,131,"Church, mosque, synagogue,",1,,,,,,,,,,,,,,,,,,,,VACANT LOT (GRACE POINT CHURCH),,,
Multi Unit Building  Metro Net / Ground,24961,W,LOCKPORT,ST,,,,PLAINFIELD,IL,60544,5,500,"Mercantile, business, Other",1,,,,,,,,,,,,,,,,,,,,Multi unit building  metro net / ground,,,
Private Residence,24963,W,SANDRA,LN,,,,PLAINFIELD,IL,60544,4,419,1 or 2 family dwelling,1,,,,,,,,,,,,,,,,,,,,PRIVATE RESIDENCE,,,
Cornerstone Services Group Home,2500,,CRYSTAL,DR,,,,JOLIET,IL,60435,4,459,Residential board and care,1,,0,R,0,U,1,P,1,S,4,H,,,,,,Cornerstones Services,815-609-3906,,CORNERSTONE SERVICES GROUP HOME,,CORNERSTONES SERVICES,
Fire Station Three,25001,W,119TH,ST,,,,PLAINFIELD,IL,60585,8,888,Fire station,2,,2,C,6,U,1,P,5,M,4,H,1,P,12,W,,,,,FIRE STATION THREE,,,
Multi-unit Storage Building,2501,S,VON ESCH,RD,,,,PLAINFIELD,IL,60586,8,899,Residential or self-storage,1,,6,M,8,U,N,N,,,,,N,N,,,,,,,MULTI-UNIT STORAGE BUILDING,,,
Shemin Nurseries/site One Landscape Sup,25013,W,111TH,ST,,,,NAPERVILLE,IL,60564,5,549,Specialty shop,1,,6,M,8,U,N,N,,,,,N,N,,,,Shemin Nurseries Inc.,203-207-5000,,SHEMIN NURSERIES/SITE ONE LANDSCAPE SUP,,SHEMIN NURSERIES INC.,
Mather Woods Maintenance Shop,25032,W,RENWICK,RD,,,,PLAINFIELD,IL,60544,8,808,Outbuilding or shed,1,,6,M,8,U,N,N,,,,,N,N,,,,Plainfield Park Dist.,815-436-8812,,MATHER WOODS MAINTENANCE SHOP,,PLAINFIELD PARK DIST.,
Ms. Jackie's Music (home Bus),25034,W,CHELSEA,LN,,,,Plainfield,IL,60544,5,500,"Mercantile, business, Other",,,,,,,,,,,,,,,,,Jacqueline,Hitt,815-577-9766,,MS. JACKIE'S MUSIC (HOME BUS),JACQUELINE,HITT,
Private Residence,25043,W,SANDRA,LN,,,,Plainfield,IL,60544,5,500,"Mercantile, business, Other",1,,,,,,,,,,,,,,,,Lorrie,Kidd,615-444-8802,,PRIVATE RESIDENCE,LORRIE,KIDD,
All Star Embroidery (home Business),25046,S,MICHELE,DR,,,,Plainfield,IL,60544,5,580,"General retail, Other",,,,,,,,,,,,,,,,,,,,,ALL STAR EMBROIDERY (HOME BUSINESS),,,
Hope United Methodist Church,2506,W,CATON FARM,RD,,,,JOLIET,IL,60435,1,131,"Church, mosque, synagogue,",1,,,,,,,,,,,,,,,,Larry,Wilkinson,815-725-1446,,HOPE UNITED METHODIST CHURCH,LARRY,WILKINSON,
Berkes & Associates (home Bus),25101,W,LIBERTY GROVE,BLVD,,,,Plainfield,IL,60544,5,500,"Mercantile, business, Other",,,,,,,,,,,,,,,,,Robert & Pat,Berkes,815-609-6909,,BERKES & ASSOCIATES (HOME BUS),ROBERT & PAT,BERKES,
Walkers Grove Tot Lot,25101,W,BLAKELY,DR,,,,PLAINFIELD,IL,60585,1,124,Playground,1,,,,,,,,,,,,,,,,,,,,WALKERS GROVE TOT LOT,,,
Blue Ribbion Heating & Cooling (home B),25117,W,GATES,LN,,,,Plainfield,IL,60544,5,500,"Mercantile, business, Other",,,,,,,,,,,,,,,,,Deanna & Jeremy,Swanson,815-577-7997,,BLUE RIBBION HEATING & COOLING (HOME B),DEANNA & JEREMY,SWANSON,
Incline Welding & Construction,2513,S,VON ESCH,RD,,,,PLAINFIELD,IL,60586,5,500,"Mercantile, business, Other",1,,,,,,,,,,,,,,,,Val,Curlee,708-466-9824,,INCLINE WELDING & CONSTRUCTION,VAL,CURLEE,
Pinnacle Custom Homes Office & Residence,25151,W,119TH,ST,,,,PLAINFIELD,IL,60585,5,599,Business office,2,1,2,C,8,U,N,N,,,,,N,N,,,,,,,PINNACLE CUSTOM HOMES OFFICE & RESIDENCE,,,
Hometown Furniture,25154,W,RT 30,,,,,PLAINFIELD,IL,60585,5,539,"Household goods, sales, rep",1,,2,C,7,P,N,N,,,,,N,N,,,Russ,Hotchkiss,815-482-3136,,HOMETOWN FURNITURE,RUSS,HOTCHKISS,
Volo Drips Natural Gas Pipeline,25218,W,111TH,ST,,,,NAPERVILLE,IL,60564,9,983,"Pipeline, power line or oth",1,,9,R,9,N,N,N,,,,,N,N,,,,Station 113 Operator,815-272-9101,,VOLO DRIPS NATURAL GAS PIPELINE,,STATION 113 OPERATOR,
Trinity Services Group Home,2522,,GOLFVIEW,DR,,,,JOLIET,IL,60435,4,459,Residential board and care,1,,,,,,,,,,,,,,,,,Trinity Service Inc.,815-485-6197,,TRINITY SERVICES GROUP HOME,,TRINITY SERVICE INC.,
Amerigas,25224,W,RT 30,,,,,Plainfield,IL,60585,6,644,"Gas distribution, gas pipel",1,,0,R,4,U,N,N,,,,,N,N,,,Jack,Malec,815-370-4769,,AMERIGAS,JACK,MALEC,
Waters Edge Park,25231,W,DEER PATH,LN,,,,PLAINFIELD,IL,60544,9,900,Outside or special property,1,,,,,,,,,,,,,,,,,,,,WATERS EDGE PARK,,,
Bryant Midwest Corp.,25244,W,111TH,ST,,,,PLAINFIELD,IL,60585,9,919,"Dump, sanitary landfill",1,,,,,,,,,,,,,,,,William,Ryan,954-275-8050,,BRYANT MIDWEST CORP.,WILLIAM,RYAN,
Liberty Grove Pool,25251,W,LIBERTY GROVE,BLVD,,,,PLAINFIELD,IL,60544,1,116,Swimming facility: indoor o,1,,2,C,6,U,N,N,,,,,N,N,,,,Liberty Grove Hoa,847-459-0000,,LIBERTY GROVE POOL,,LIBERTY GROVE HOA,
"Cambridge Homes, Inc. (model Home)",25305,W,FEDERAL,CIR,,,,Plainfield,IL,60544,5,500,"Mercantile, business, Other",,,,,,,,,,,,,,,,,Rob,Koch,847-984-4550,,"CAMBRIDGE HOMES, INC. (MODEL HOME)",ROB,KOCH,
Park - Norman Green Breit,25402,W,135TH,ST,,NORMAN GREENWAY PARK - BREITWEISER SUB,,PLAINFIELD,IL,60585,1,124,Playground,,,,,,,,,,,,,,,,,,,,,PARK - NORMAN GREEN BREIT,,,
Macom Corp,25420,W,143RD,ST,,,,Plainfield,IL,60544,5,500,"Mercantile, business, Other",1,,,,,,,,,,,,,,,,,,,,MACOM CORP,,,
Rich Ford Plumbing (home Bus),25437,S,CINNAMON,CIR,,,,Plainfield,IL,60544,5,500,"Mercantile, business, Other",,,,,,,,,,,,,,,,,Richard,   Ford,815-254-6789,,RICH FORD PLUMBING (HOME BUS),RICHARD,   FORD,
Tuckaway Tavern (annexed To Joliet),2545,W,PLAINFIELD,RD,,,,Plainfield,IL,60544,1,161,Restaurant or cafeteria,,,,,,,,,,,,,,,,,,,,,TUCKAWAY TAVERN (ANNEXED TO JOLIET),,,
Northwest Community Park,25501,W,127TH,ST,,,,PLAINFIELD,IL,60585,9,900,Outside or special property,1,,,,,,,,,,,,,,,,,,,,NORTHWEST COMMUNITY PARK,,,
Shenandoah Park,25533,W,127TH,ST,,,,PLAINFIELD,IL,60585,9,900,Outside or special property,1,,,,,,,,,,,,,,,,,,,,SHENANDOAH PARK,,,
Vacant (nar Truck And Trailer Repair),25541,W,RT 30,,,,,PLAINFIELD,IL,60585,5,500,"Mercantile, business, Other",1,,,,,,,,,,,,,,,,Eddie,Bodnar,630-417-8871,,VACANT (NAR TRUCK AND TRAILER REPAIR),EDDIE,BODNAR,
Park - Norman Green Shen A,25546,W,PASTORAL,DR,,NORMAN GREENWAY PARK - SHENANDOAH SUB,,PLAINFIELD,IL,60585,1,124,Playground,,,,,,,,,,,,,,,,,,,,,PARK - NORMAN GREEN SHEN A,,,
Mather Woods Park,25550,W,RENWICK,RD,,,,PLAINFIELD,IL,60544,9,900,Outside or special property,1,,,,,,,,,,,,,,,,,,,,MATHER WOODS PARK,,,
Central Sod Farm Main Office,25605,W,111TH,ST,,,,PLAINFIELD,IL,60585,6,655,Crops or orchard,1,,2,C,7,P,,,,,,,,,,,Ken,Warpinski,630-669-0435,,CENTRAL SOD FARM MAIN OFFICE,KEN,WARPINSKI,"Central Sod Farm, Bldg B:  |Central Sod Farm, Bldg C:  |Central Sod Farm, Bldg D:  "
Metro Animal Service,25613,W,RT 30,,,P.O. BOX 74,,Plainfield,IL,60585,5,569,"Professional supplies, serv",2,,0,R,4,U,1,P,1,S,4,H,N,N,,,Glenn,Brown,630-922-0646,,METRO ANIMAL SERVICE,GLENN,BROWN,
Lenny's Gas N Wash,25653,W,LOCKPORT,ST,,,,PLAINFIELD,IL,60544,5,571,"Service station, gas statio",1,,,,,,,,,,,,,,,,Leonard,Mcenery,779-252-4006,,LENNY'S GAS N WASH,LEONARD,MCENERY,
Renwick Inn,25657,W,RENWICK,RD,,,,PLAINFIELD,IL,60544,4,449,"Hotel/motel, commercial",2,1,2,C,8,U,1,P,1,S,4,H,1,P,1,W,Tammy,Lusciatti,630-235-2288,,RENWICK INN,TAMMY,LUSCIATTI,
Illinois Landscape Supply,25660,W,143RD,ST,,,,PLAINFIELD,IL,60544,5,569,"Professional supplies, serv",1,,,,,,,,,,,,,,,,Kyle,Weis,815-463-1598,,ILLINOIS LANDSCAPE SUPPLY,KYLE,WEIS,
"Baish Excavating, Inc.",25712,W,143RD,ST,,25712 - 25610 W. 143RD STREET,,PLAINFIELD,IL,60544,5,579,Motor vehicle or boat sales,1,,6,M,8,U,N,N,,,,,N,N,,,,Heartland Equipment Llc,815-436-8411,,"BAISH EXCAVATING, INC.",,HEARTLAND EQUIPMENT LLC,
Personal Storage Of Bldg Owner,25750,W,143RD,ST,,,,PLAINFIELD,IL,60544,5,500,"Mercantile, business, Other",1,,,,,,,,,,,,,,,,Rick,St. Paul,815-441-1594,,PERSONAL STORAGE OF BLDG OWNER,RICK,ST. PAUL,
Heartland Equipment Llc,25752,W,143RD,ST,,,,PLAINFIELD,IL,60544,8,891,Warehouse,1,,,,4,U,1,P,31,S,4,H,N,N,,,Gus,Rousonelos,815-715-6494,,HEARTLAND EQUIPMENT LLC,GUS,ROUSONELOS,Atc Supply Llc: Rick St. Paul 815-441-1594|Overnite Express Inc.: Sebastian Stefanski 847-346-9302
