occ_name,number,st_prefix,street,st_type,st_suffix,addr_2,apt_room,city,state,zip,property_class,prop_use,property,floors_above,floors_below,roof_cover,roof,construct,construction_ty,det_pres,det_present,det_type,detect_type,det_power,detector_power,aes_pres,aes_present,aes_type,aestype,first_name,last_name,phone,ext,name,first,last
"Vacant (dr. James R. Stasko, D.d.s.)",2430,W,PLAINFIELD,RD,,,SUITE 2E,CREST HILL,IL,60403,3,342,"Doctor, dentist or oral sur",1,0,,,,,,,,,,,,,,,,,,,"VACANT (DR. JAMES R. STASKO, D.D.S.)",,
Vacant (dupage Medical Group),14710,S,NAPERVILLE,RD,,,108/110,PLAINFIELD,IL,60544,5,569,"Professional supplies, serv",1,0,2,C,6,U,1,P,31,S,4,H,N,N,,,Donna,Semram,815-558-0200,,VACANT (DUPAGE MEDICAL GROUP),DONNA,SEMRAM
Vacant (fish Window Cleaning),24014,W,RENWICK,RD,,,SUITE 108,PLAINFIELD,IL,60544,5,599,Business office,2,0,2,C,4,U,1,P,5,M,4,H,1,P,12,W,,,,,VACANT (FISH WINDOW CLEANING),,
Vacant (flirty Kitty),12337,S,RT 59,,,,UNIT 119-A,PLAINFIELD,IL,60585,5,500,"Mercantile, business, Other",1,0,7,B,4,U,1,P,5,M,4,H,1,P,1,W,Wendy,Coe,847-774-0909,,VACANT (FLIRTY KITTY),WENDY,COE
Vacant (fomer Cicily Jones M.d.),13242,S,RT 59,,,,BLDG B,PLAINFIELD,IL,60585,5,599,Business office,3,0,2,C,5,P,,,,,,,,,,,,,,,VACANT (FOMER CICILY JONES M.D.),,
Vacant (foot & Ankle Specialists),24039,W,LOCKPORT,ST,,,,PLAINFIELD,IL,60544,3,342,"Doctor, dentist or oral sur",1,1,7,B,6,U,N,N,,,,,N,N,,,Praveen,Vohra,815-558-7388,,VACANT (FOOT & ANKLE SPECIALISTS),PRAVEEN,VOHRA
Vacant (former Advanced Integrative Med),12820,S,RT 59,,,,,Plainfield,IL,60544,3,342,"Doctor, dentist or oral sur",1,0,7,B,4,U,1,P,1,S,4,H,N,N,,,Shefali,Patel,312-933-1252,,VACANT (FORMER ADVANCED INTEGRATIVE MED),SHEFALI,PATEL
Vacant (former After Care Home Health),2430,W,PLAINFIELD,RD,,,SUITE 2C,CREST HILL,IL,60403,5,599,Business office,2,0,2,C,6,U,N,N,,,,,N,N,,,Lawrence,Beaners,815-608-7803,,VACANT (FORMER AFTER CARE HOME HEALTH),LAWRENCE,BEANERS
Vacant (former Allstate Insurance Co),13250,S,RT 59,,,,110 BLDG C,PLAINFIELD,IL,60585,5,599,Business office,2,1,2,C,6,U,,,,,,,,,,,,Adt,800-662-5378,,VACANT (FORMER ALLSTATE INSURANCE CO),,ADT
Vacant (former American Misc Steel),16245,S,ESSINGTON,RD,,,,PLAINFIELD,IL,60586,5,500,"Mercantile, business, Other",1,0,7,B,6,U,N,N,,,,,N,N,,,,Bank Owned Foreclosure,708-453-4444,,VACANT (FORMER AMERICAN MISC STEEL),,BANK OWNED FORECLOSURE
Vacant (former Art Cube Studios),24044,W,MAIN,ST,,,,PLAINFIELD,IL,60544,5,569,"Professional supplies, serv",2,1,2,C,8,U,N,N,,,,,N,N,,,Mike Martin,"Randy Miller,",815-726-7311,,VACANT (FORMER ART CUBE STUDIOS),MIKE MARTIN,"RANDY MILLER,"
Vacant (former Assoc. Orthodontists),15420,S,RT 59,,,,100,PLAINFIELD,IL,60544,5,500,"Mercantile, business, Other",1,0,7,B,4,U,N,N,,,,,N,N,,,Rick,Venegoni,815-741-0012,,VACANT (FORMER ASSOC. ORTHODONTISTS),RICK,VENEGONI
Vacant (former Austin Freight Systems),24043,W,OAK,ST,,,UNIT 101,PLAINFIELD,IL,60544,5,599,Business office,2,0,2,C,6,U,N,N,,,,,N,N,,,,,,,VACANT (FORMER AUSTIN FREIGHT SYSTEMS),,
Vacant (former Baci's Restaurant),24018,W,LOCKPORT,ST,,,,PLAINFIELD,IL,60544,5,500,"Mercantile, business, Other",1,0,,,,,,,,,,,,,,,,,,,VACANT (FORMER BACI'S RESTAURANT),,
"Vacant (former Be Counseling, Llc)",13246,S,RT 59,,,,226 BLDG A,PLAINFIELD,IL,60585,5,599,Business office,2,1,2,C,6,U,1,P,5,M,4,H,1,P,12,W,,,,,"VACANT (FORMER BE COUNSELING, LLC)",,
Vacant (former Blockbuster Video),13400,S,RT 59,,,,UNIT 122,PLAINFIELD,IL,60585,5,500,"Mercantile, business, Other",1,0,7,B,4,U,1,P,5,M,4,H,1,P,1,W,,,,,VACANT (FORMER BLOCKBUSTER VIDEO),,
Vacant (former Caton Real Estate),23917,W,ROBERTS,AVE,,,,PLAINFIELD,IL,60544,5,599,Business office,2,1,2,C,8,U,1,P,5,M,4,H,N,N,,,Jeff,Downs,630-906-2308,,VACANT (FORMER CATON REAL ESTATE),JEFF,DOWNS
Vacant (former Claudia Krempp),13246,S,RT 59,,,,202 BLDG A,PLAINFIELD,IL,60585,5,500,"Mercantile, business, Other",3,0,2,C,5,P,1,P,31,S,4,H,1,P,1,W,,,,,VACANT (FORMER CLAUDIA KREMPP),,
Vacant (former D'oleo Auto Sales),2427,W,PLAINFIELD,RD,,,,CREST HILL,IL,60403,5,579,Motor vehicle or boat sales,1,0,,,,,,,,,,,,,,,Luis,D'oleo,815-630-7375,,VACANT (FORMER D'OLEO AUTO SALES),LUIS,D'OLEO
Vacant (former Daddy O's And Mary D's),15102,S,FOX RIVER,ST,,,,Plainfield,IL,60544,1,161,Restaurant or cafeteria,2,1,2,C,8,U,1,P,31,S,4,H,N,N,,,Eamon,Concannon,815-693-8576,,VACANT (FORMER DADDY O'S AND MARY D'S),EAMON,CONCANNON
Vacant (former Design International),23824,W,ANDREW,RD,,,SUITE 101,PLAINFIELD,IL,60585,5,500,"Mercantile, business, Other",2,0,7,B,4,U,N,N,,,,,N,N,,,,,,,VACANT (FORMER DESIGN INTERNATIONAL),,
Vacant (former Devin's Hall Of Fame),24216,W,LOCKPORT,ST,,,SUITE 202,PLAINFIELD,IL,60544,5,500,"Mercantile, business, Other",2,1,9,R,6,U,U,U,,,,,U,U,,,,,,,VACANT (FORMER DEVIN'S HALL OF FAME),,
Vacant (former Dottie's Art Studio),24043,W,OAK,ST,,,,PLAINFIELD,IL,60544,5,569,"Professional supplies, serv",2,0,2,C,8,U,N,N,,,,,N,N,,,,,,,VACANT (FORMER DOTTIE'S ART STUDIO),,
Vacant (former Edrop),16030,S,LINCOLN,HWY,,,UNIT 100,Plainfield,IL,60586,5,549,Specialty shop,2,1,2,C,8,U,N,N,,,,,N,N,,,,,,,VACANT (FORMER EDROP),,
Vacant (former Edward Medical Group),15905,S,FREDERICK,AVE,,,105,PLAINFIELD,IL,60586,3,340,"Clinics, doctors offices, h",1,0,2,C,4,U,1,P,3,C,4,H,1,P,1,W,,Facilities Dispatch,630-527-3490,,VACANT (FORMER EDWARD MEDICAL GROUP),,FACILITIES DISPATCH
Vacant (former Hot Rod Heaven),12105,S,SPAULDING SCHOOL,DR,,,UNIT 1,PLAINFIELD,IL,60585,5,579,Motor vehicle or boat sales,2,0,6,M,4,U,N,N,,,,,N,N,,,Bill,Martin,630-779-2554,,VACANT (FORMER HOT ROD HEAVEN),BILL,MARTIN
Vacant (former John Deere Landscapes),24119,W,RIVERWALK,CT,,,UNIT 141,PLAINFIELD,IL,60544,8,891,Warehouse,1,0,7,B,4,U,1,P,4,S,4,H,1,P,1,W,,,,,VACANT (FORMER JOHN DEERE LANDSCAPES),,
Vacant (former Kelley's Kennel),22449,W,127TH,ST,,,,PLAINFIELD,IL,60585,8,819,"Livestock, poultry storage",1,0,,,,,,,,,,,,,,,,,,,VACANT (FORMER KELLEY'S KENNEL),,
Vacant (former Martial Arts America),15412,S,RT 59,,,,120,Plainfield,IL,60544,5,500,"Mercantile, business, Other",1,0,7,B,4,U,N,N,,,,,N,N,,,David,Converse,815-741-0282,,VACANT (FORMER MARTIAL ARTS AMERICA),DAVID,CONVERSE
Vacant (former Meehan Chiropractic),13544,S,RT 30,,,,UNIT 106-D,PLAINFIELD,IL,60544,3,342,"Doctor, dentist or oral sur",1,0,7,B,4,U,1,P,5,M,4,H,1,P,1,W,,,,,VACANT (FORMER MEEHAN CHIROPRACTIC),,
Vacant (former Stephens0,23915,,AERO,CT,,,UNIT 5,PLAINFIELD,IL,60585,5,500,"Mercantile, business, Other",1,0,6,M,8,U,1,P,1,S,4,H,N,N,,,,,,,VACANT (FORMER STEPHENS0,,
Vacant (former Vita Bella Pizza),12337,S,RT 59,,,,UNIT 115,PLAINFIELD,IL,60585,5,519,"Food and beverage sales, gr",1,0,,,,,,,,,,,,,,,Rafael,Moreno,815-671-6711,,VACANT (FORMER VITA BELLA PIZZA),RAFAEL,MORENO
Vacant (george Arquilla Companies),14335,S,VAN DYKE,RD,,,101,PLAINFIELD,IL,60544,8,800,"Storage, Other",1,0,9,R,9,N,N,N,,,,,N,N,,,,,,,VACANT (GEORGE ARQUILLA COMPANIES),,
Vacant (george Arquilla Companies),14335,S,VAN DYKE,RD,,,103,PLAINFIELD,IL,60544,5,599,Business office,1,0,9,R,9,N,N,N,,,,,N,N,,,,,,,VACANT (GEORGE ARQUILLA COMPANIES),,
Vacant (kevin Calder Bldg Owner),15115,S,DESPLAINES,ST,,,,Plainfield,IL,60544,5,500,"Mercantile, business, Other",1,0,,,,,,,,,,,,,,,,D & I Electronics,815-436-6003,,VACANT (KEVIN CALDER BLDG OWNER),,D & I ELECTRONICS
Vacant (lower Level),16300,S,LINCOLN,HWY,,,UNITS 4-5-6,PLAINFIELD,IL,60586,5,579,Motor vehicle or boat sales,2,1,7,B,4,U,1,P,31,S,4,H,1,P,1,W,,,,,VACANT (LOWER LEVEL),,
Vacant (martial Arts America),16200,S,LINCOLN,HWY,,,UNIT 108,Plainfield,IL,60585,5,569,"Professional supplies, serv",1,0,7,B,4,U,N,N,,,,,N,N,,,Dave,Converse,815-436-1199,,VACANT (MARTIAL ARTS AMERICA),DAVE,CONVERSE
Vacant (morning Star Day Care Center),23904,W,MAIN,ST,,,UNIT 100,PLAINFIELD,IL,60544,2,254,"Day care, in commercial pro",1,0,,,,,,,,,,,,,,,Nancy,Peceniak,815-439-3966,,VACANT (MORNING STAR DAY CARE CENTER),NANCY,PECENIAK
Vacant (nar Truck And Trailer Repair),25541,W,RT 30,,,,,PLAINFIELD,IL,60585,5,500,"Mercantile, business, Other",1,0,,,,,,,,,,,,,,,Eddie,Bodnar,630-417-8871,,VACANT (NAR TRUCK AND TRAILER REPAIR),EDDIE,BODNAR
Vacant (northern Insurance),15130,S,RT 59,,,,UNIT 200,PLAINFIELD,IL,60544,5,500,"Mercantile, business, Other",2,1,0,R,8,U,N,N,,,,,N,N,,,,,,,VACANT (NORTHERN INSURANCE),,
Vacant (owned By Harbour Contractors),23820,W,EVANS,ST,,,,Plainfield,IL,60544,5,500,"Mercantile, business, Other",1,0,6,M,9,N,N,N,,,,,N,N,,,Alex,Mindich,815-482-2017,,VACANT (OWNED BY HARBOUR CONTRACTORS),ALEX,MINDICH
Vacant (plainfield Floral & Garden),23617,W,MAIN,ST,,,,PLAINFIELD,IL,60544,5,500,"Mercantile, business, Other",1,0,2,C,6,U,,,,,,,,,,,,Unknown,815-436-9877,,VACANT (PLAINFIELD FLORAL & GARDEN),,UNKNOWN
Vacant (rizzi's Flower Garden),16202,S,RT 59,,,,,PLAINFIELD,IL,60586,5,500,"Mercantile, business, Other",1,0,9,R,9,N,,,,,,,,,,,Bob,Bray,630-579-9842,,VACANT (RIZZI'S FLOWER GARDEN),BOB,BRAY
Vacant (score Mortgage),24014,W,RENWICK,RD,,,SUITE 106,PLAINFIELD,IL,60544,5,599,Business office,2,0,2,C,4,U,1,P,5,M,4,H,1,P,12,W,,,,,VACANT (SCORE MORTGAGE),,
Vacant (tri-river Police Training),2430,W,PLAINFIELD,RD,,,SUITE 2A,CREST HILL,IL,60403,5,599,Business office,2,0,2,C,6,U,N,N,,,,,N,N,,,,,,,VACANT (TRI-RIVER POLICE TRAINING),,
Vacant (usa Docufinish),24119,W,RIVERWALK,CT,,,UNIT 101,PLAINFIELD,IL,60544,5,500,"Mercantile, business, Other",1,0,,,,,,,,,,,,,,,,D & I Electronics,815-436-6003,,VACANT (USA DOCUFINISH),,D & I ELECTRONICS
"Vacant (village Valet Cleaners, Inc.)",24043,W,OAK,ST,,,UNIT 109,PLAINFIELD,IL,60544,5,564,"Laundry, dry cleaning",1,0,,,,,,,,,,,,,,,,,,,"VACANT (VILLAGE VALET CLEANERS, INC.)",,
Vacant (wrinks Carpet & Floors),18130,S,FRONTAGE,RD,E,,UNIT 3,SHOREWOOD,IL,60404,5,500,"Mercantile, business, Other",1,0,,,,,,,,,,,,,,,,,,,VACANT (WRINKS CARPET & FLOORS),,
Vacant Allied Concrete Repair,12010,S,AERO,DR,,,UNIT 3,PLAINFIELD,IL,60585,8,891,Warehouse,2,0,6,M,8,U,N,N,,,,,N,N,,,Elizabeth,Sampson,630-768-4708,,VACANT ALLIED CONCRETE REPAIR,ELIZABETH,SAMPSON
"Vacant Dr. Daniel Gianni, Dentist",15724,S,RT 59,,,,UNIT 106,PLAINFIELD,IL,60544,3,342,"Doctor, dentist or oral sur",1,1,7,B,4,U,1,P,1,S,4,H,N,N,,,,,,,"Vacant DR. DANIEL GIANNI, DENTIST",,
Vacant Former Ensure Properties,16106,S,RT 59,,,,SUITE B100,PLAINFIELD,IL,60586,5,599,Business office,2,1,7,B,4,U,1,P,5,M,4,H,1,P,1,W,,,,,VACANT FORMER ENSURE PROPERTIES,,
Vacant Former Lifespring Comm Church Ofc,15118,S,DESPLAINES,ST,,,,Plainfield,IL,60544,1,131,"Church, mosque, synagogue,",1,0,,,,,,,,,,,,,,,Pastor Fran,Leeman,815-436-5315,,VACANT FORMER LIFESPRING COMM CHURCH OFC,PASTOR FRAN,LEEMAN
Vacant Former Rogers Medical,23909,W,RENWICK,RD,,,SUITE 115,PLAINFIELD,IL,60544,3,340,"Clinics, doctors offices, h",1,0,7,B,4,U,1,P,5,M,4,H,1,P,2,D,,,,,VACANT FORMER ROGERS MEDICAL,,
Vacant Harbour Contractors - Bldg Owner,23820,W,EVANS,ST,,,,Plainfield,IL,60544,5,500,"Mercantile, business, Other",2,0,6,M,2,H,1,P,31,S,4,H,1,P,1,W,Brent,Bronge,815-693-7969,,VACANT HARBOUR CONTRACTORS - BLDG OWNER,BRENT,BRONGE
Vacant Harner Millwork,12010,S,AERO,DR,,,UNIT 4,PLAINFIELD,IL,60585,7,700,"Manufacturing, processing",1,0,,,,,N,N,,,,,N,N,,,Heather,Harner,630-732-5876,,VACANT HARNER MILLWORK,HEATHER,HARNER
Vacant Land,14204,S,NAPERVILLE,RD,,,,PLAINFIELD,IL,60585,9,931,Open land or field,1,0,,,,,,,,,,,,,,,,,,,VACANT LAND,,
Vacant Land,22959,S,LINCOLN,HWY,,,,PLAINFIELD,IL,60586,9,931,Open land or field,1,0,,,,,,,,,,,,,,,,,,,VACANT LAND,,
Vacant Land (former Go-mart/go-tane),15232,S,JOLIET,RD,,,,Plainfield,IL,60586,5,571,"Service station, gas statio",1,0,,,,,,,,,,,,,,,Anop,Singh,847-439-9538,,VACANT LAND (FORMER GO-MART/GO-TANE),ANOP,SINGH
Vacant Lot (grace Point Church),24950,W,127TH,ST,,,,PLAINFIELD,IL,60585,1,131,"Church, mosque, synagogue,",1,0,,,,,,,,,,,,,,,,,,,VACANT LOT (GRACE POINT CHURCH),,
Vacant Lot 24,23840,W,AERO,CT,,,,PLAINFIELD,IL,60585,9,931,Open land or field,1,0,,,,,,,,,,,,,,,,,,,VACANT LOT 24,,
Vacant Lot 24,23846,W,AERO,CT,,,,PLAINFIELD,IL,60585,9,931,Open land or field,1,0,,,,,,,,,,,,,,,,,,,VACANT LOT 24,,
Vacant Naperville Polo Club Clubhouse,23700,W,119TH,ST,,,,PLAINFIELD,IL,60585,1,140,"Clubs, Other",1,1,3,W,7,P,,,,,,,,,,,Liz,Kuhn,630-887-5325,,VACANT NAPERVILLE POLO CLUB CLUBHOUSE,LIZ,KUHN
Vacant New Space,12750,S,RT 59,,,,UNIT 104,PLAINFIELD,IL,60585,5,500,"Mercantile, business, Other",1,0,7,B,4,U,,,,,,,,,,,,,,,VACANT NEW SPACE,,
Vacant Unit,13717,S,RT 30,,,,UNIT 145,PLAINFIELD,IL,60544,5,599,Business office,1,0,7,B,4,U,1,P,31,S,4,H,N,N,,,,,,,VACANT UNIT,,
Vacant Unit,15724,S,RT 59,,,,UNIT 108,PLAINFIELD,IL,60544,3,342,"Doctor, dentist or oral sur",1,1,7,B,4,U,1,P,1,S,4,H,N,N,,,,,,,VACANT UNIT,,
Valqari,13900,S,VAN DYKE,RD,,,UNIT 104,PLAINFIELD,IL,60544,5,599,Business office,1,0,7,B,4,U,1,P,4,S,4,H,1,P,1,W,,,,,VALQARI,,
Van Dyke Center Multi-tenant Bldg,24317,W,143RD,ST,,,,Plainfield,IL,60544,8,891,Warehouse,1,0,7,B,3,P,1,P,4,S,4,H,1,P,1,W,Tim,Frangella,708-714-4980,,VAN DYKE CENTER MULTI-TENANT BLDG,TIM,FRANGELLA
Van Dyke Medical Center,12426,S,VAN DYKE,RD,,,,PLAINFIELD,IL,60585,3,342,"Doctor, dentist or oral sur",1,0,2,C,8,U,1,P,5,M,4,H,1,P,12,W,,,,,VAN DYKE MEDICAL CENTER,,
Van Dyke Place Multi-tenant Building,14955,S,VAN DYKE,RD,,,,PLAINFIELD,IL,60544,5,500,"Mercantile, business, Other",1,0,,,,,,,,,,,,,,,,,,,VAN DYKE PLACE MULTI-TENANT BUILDING,,
Van Dyke Place Multi-tenant Building,24510,W,LOCKPORT,ST,,,,PLAINFIELD,IL,60544,5,500,"Mercantile, business, Other",1,0,7,B,8,U,1,P,5,M,4,H,1,P,1,W,,,,,VAN DYKE PLACE MULTI-TENANT BUILDING,,
Van Horn Woods East Park,17200,S,FRONTAGE,RD,E,,,PLAINFIELD,IL,60586,9,900,Outside or special property,1,0,,,,,,,,,,,,,,,,,,,VAN HORN WOODS EAST PARK,,
Van Horn Woods West Park,17201,S,LILY CACHE,RD,,,,PLAINFIELD,IL,60586,9,900,Outside or special property,1,0,,,,,,,,,,,,,,,,,,,VAN HORN WOODS WEST PARK,,
Vanguard Community Management,24012,W,RENWICK,RD,,,SUITE 220,PLAINFIELD,IL,60586,5,599,Business office,2,0,2,C,6,U,1,P,4,S,4,H,1,P,12,W,Jeanette,Catellier,815-405-8069,,VANGUARD COMMUNITY MANAGEMENT,JEANETTE,CATELLIER
Vaughan Dance Academy,15112,S,FOX RIVER,ST,,,,PLAINFIELD,IL,60544,1,121,"Ballroom, gymnasium",1,0,0,R,0,U,N,N,,,,,N,N,,,,,,,VAUGHAN DANCE ACADEMY,,
Vaughan Dance Academy,24116,W,LOCKPORT,ST,,,,PLAINFIELD,IL,60544,1,121,"Ballroom, gymnasium",1,0,0,R,8,U,N,N,,,,,N,N,,,Richard,Vaughan,815-436-6942,,VAUGHAN DANCE ACADEMY,RICHARD,VAUGHAN
Vein Clinics Of America,12760,S,RT 59,,,,,PLAINFIELD,IL,60585,5,500,"Mercantile, business, Other",1,0,7,B,,,1,P,5,M,4,H,1,P,1,W,,,,,VEIN CLINICS OF AMERICA,,
Verizon Wireless,12632,S,RT 59,,,,UNIT 100,PLAINFIELD,IL,60585,5,549,Specialty shop,1,0,7,B,4,U,1,P,06,D,4,H,1,P,1,W,Erik,Gustafson,630-740-2804,,VERIZON WIRELESS,ERIK,GUSTAFSON
Versed Salon,11914,S,RT 59,,,,UNIT 110,PLAINFIELD,IL,60585,5,557,"Personal service, including",1,0,7,B,4,U,1,P,4,S,4,H,1,P,1,W,Loren,Brenczewski,815-263-5731,,VERSED SALON,LOREN,BRENCZEWSKI
Village Flower Shop,24117,W,LOCKPORT,ST,,,UNIT 101,PLAINFIELD,IL,60544,5,500,"Mercantile, business, Other",1,0,,,,,,,,,,,,,,,Richard,Krahn,815-436-7877,,VILLAGE FLOWER SHOP,RICHARD,KRAHN
Village Green Park,24151,W,CHICAGO,ST,,,,PLAINFIELD,IL,60544,9,900,Outside or special property,1,0,,,,,,,,,,,,,,,,,,,VILLAGE GREEN PARK,,
Village Of Plainfield Pump House,23201,W,127TH,ST,,,,PLAINFIELD,IL,60585,6,647,Water utility,1,0,2,C,4,U,,,,,,,,,,,,,,,VILLAGE OF PLAINFIELD PUMP HOUSE,,
Village Square Plaza,15515,S,RT 59,,,,,Plainfield,IL,60544,5,500,"Mercantile, business, Other",1,0,,,,,N,N,,,,,N,N,,,Jeff,Dement,815-436-3783,,VILLAGE SQUARE PLAZA,JEFF,DEMENT
Villas At Fox Run Clubhouse,16651,S,FOX RUN,CIR,,,,PLAINFIELD,IL,60586,1,142,Clubhouse,1,0,2,C,8,U,1,P,4,S,4,H,1,P,2,D,Robert,Eggert,815-782-6957,,VILLAS AT FOX RUN CLUBHOUSE,ROBERT,EGGERT
Vintage Harvest Multi-tenant Building,16106,S,RT 59,,,,,PLAINFIELD,IL,60586,5,500,"Mercantile, business, Other",2,1,7,B,4,U,1,P,5,M,4,H,1,P,1,W,,,,,VINTAGE HARVEST MULTI-TENANT BUILDING,,
Vintage Harvest Multi-tenant Building,16108,S,RT 59,,,,,Plainfield,IL,60586,5,500,"Mercantile, business, Other",2,1,7,B,0,U,,,,,,,,,,,Bill,Broderick,630-554-6000,,VINTAGE HARVEST MULTI-TENANT BUILDING,BILL,BRODERICK
Vintage Harvest Park,16200,S,VINTAGE,DR,,,,PLAINFIELD,IL,60586,9,900,Outside or special property,1,0,,,,,,,,,,,,,,,,,,,VINTAGE HARVEST PARK,,
Vintage Tech Llc,14110,S,RT 59,,,BLDG IS ATTACHED TO 24100 W. 143RD ST.,,Plainfield,IL,60544,8,891,Warehouse,1,0,0,R,4,U,1,P,4,S,4,H,1,P,1,W,Karrie,Gibson,630-640-1968,,VINTAGE TECH LLC,KARRIE,GIBSON
Visiting Angels Of Plainfield,24014,W,RENWICK,RD,,,SUITE 100,PLAINFIELD,IL,60544,5,599,Business office,2,0,2,C,4,U,1,P,4,S,4,H,1,P,12,W,,,,,VISITING ANGELS OF PLAINFIELD,,
Visu-sewer Of Illinois,18134,S,FRONTAGE,RD,E,,,SHOREWOOD,IL,60404,5,500,"Mercantile, business, Other",1,0,,,,,,,,,,,,,,,,,,,VISU-SEWER OF ILLINOIS,,
Vita Bella Pizza,12443,S,RT 59,,,,UNIT 105,PLAINFIELD,IL,60585,1,161,Restaurant or cafeteria,1,0,7,B,4,U,1,P,5,M,4,H,1,P,1,W,Jeff,Rosati,630-709-7622,,VITA BELLA PIZZA,JEFF,ROSATI
Vitality Counseling Services,13246,S,RT 59,,,,216 BLDG A,PLAINFIELD,IL,60585,5,599,Business office,2,1,2,C,6,U,1,P,5,M,4,H,1,P,12,W,,,,,VITALITY COUNSELING SERVICES,,
Volo Drips Natural Gas Pipeline,25218,W,111TH,ST,,,,NAPERVILLE,IL,60564,9,983,"Pipeline, power line or oth",1,0,9,R,9,N,N,N,,,,,N,N,,,,Station 113 Operator,815-272-9101,,VOLO DRIPS NATURAL GAS PIPELINE,,STATION 113 OPERATOR
Voyager Media,23856,W,ANDREW,RD,,,SUITE 104,PLAINFIELD,IL,60585,5,500,"Mercantile, business, Other",1,0,,,,,,,,,,,,,,,Richard,Masterson,630-961-5259,,VOYAGER MEDIA,RICHARD,MASTERSON
Vulcan Materials (north) Scale House,22933,W,HASSERT,BLVD,,111TH STREET (MAIN OFFICE),,PLAINFIELD,IL,60585,6,679,"Mine, quarry",1,0,7,B,8,U,N,N,,,,,N,N,,,Jon,Carmack,847-489-8954,,VULCAN MATERIALS (NORTH) SCALE HOUSE,JON,CARMACK
Vulcan Materials (north) Storage Bldg.,22735,W,HASSERT,BLVD,,111TH STREET (BLDG 3),,PLAINFIELD,IL,60585,8,808,Outbuilding or shed,1,0,6,M,8,U,N,N,,,,,N,N,,,,,,,VULCAN MATERIALS (NORTH) STORAGE BLDG.,,
Vulcan Materials (north) Training Bldg,22727,W,HASSERT,BLVD,,111TH STREET (BLDG 2),,PLAINFIELD,IL,60585,2,200,"Educational, Other",1,0,6,M,8,U,1,P,31,S,4,H,N,N,,,John,Carmack,847-267-8660,,VULCAN MATERIALS (NORTH) TRAINING BLDG,JOHN,CARMACK
Vulcan Materials (south),23231,W,MAIN,ST,,,,PLAINFIELD,IL,60544,6,679,"Mine, quarry",1,0,,,,,,,,,,,,,,,,Valcan Material,205-298-3000,,VULCAN MATERIALS (SOUTH),,VALCAN MATERIAL
W Financial Services,24201,W,MAIN,ST,,,,Plainfield,IL,60544,5,599,Business office,2,0,2,C,8,U,N,N,,,,,N,N,,,Jessica,Wachal,708-218-7285,,W FINANCIAL SERVICES,JESSICA,WACHAL
Wadsworth Golf Construction,13941,S,VAN DYKE,RD,,,,PLAINFIELD,IL,60544,5,599,Business office,2,0,7,B,6,U,N,N,,,,,N,N,,,Brent,Wadsworth,630-553-5535,,WADSWORTH GOLF CONSTRUCTION,BRENT,WADSWORTH
Wags To Whiskers,15420,S,RT 59,,,,UNIT 104,PLAINFIELD,IL,60544,5,559,"Recreational, hobby, home r",1,0,7,B,6,U,1,P,31,S,4,H,N,N,,,,,,,WAGS TO WHISKERS,,
Wags To Whiskers,15420,S,Rt 59,,,,UNIT 102,Plainfield,IL,60586,5,549,Specialty shop,1,0,7,B,4,U,,,,,,,,,,,Janelle,Pitula,630-932-1824,,WAGS TO WHISKERS,JANELLE,PITULA
Wal-mart,12690,S,RT 59,,,,,PLAINFIELD,IL,60585,5,580,"General retail, Other",1,0,7,B,4,U,1,P,5,M,4,H,1,P,1,W,Maria,Gacia,630-664-8643,,WAL-MART,MARIA,GACIA
Walgreens,14902,S,RT 59,,,,,Plainfield,IL,60544,5,519,"Food and beverage sales, gr",1,0,7,B,4,U,1,P,5,M,4,H,1,P,1,W,Gerardo,Bibian,630-697-9190,,WALGREENS,GERARDO,BIBIAN
Walgreens #6567,24801,W,135TH,ST,,,,PLAINFIELD,IL,60544,5,511,Convenience store,1,0,7,B,4,U,1,P,3,C,4,H,1,P,1,W,James,Serback,815-230-3623,,WALGREENS #6567,JAMES,SERBACK
Walker's Grove Elementary School,24810,W,135TH,ST,,,,PLAINFIELD,IL,60585,2,213,"Elementary school, includin",2,0,7,B,4,U,1,P,1,S,4,H,N,N,,,Kellie,Sanders,815-439-5470,,WALKER'S GROVE ELEMENTARY SCHOOL,KELLIE,SANDERS
Walkers Grove School Park,24853,W,BURDICK,RD,,,,PLAINFIELD,IL,60585,9,900,Outside or special property,1,0,,,,,,,,,,,,,,,,,,,WALKERS GROVE SCHOOL PARK,,
Walkers Grove Tot Lot,25101,W,BLAKELY,DR,,,,PLAINFIELD,IL,60585,1,124,Playground,1,0,,,,,,,,,,,,,,,,,,,WALKERS GROVE TOT LOT,,
Walkers Square Building,13550,S,RT 30,,,,,PLAINFIELD,IL,60544,5,500,"Mercantile, business, Other",3,1,7,B,4,U,1,P,4,S,4,H,1,P,1,W,Bill,Kosmieja,224-622-1963,,WALKERS SQUARE BUILDING,BILL,KOSMIEJA
"Walt Powley Inline, Inc.",12006,S,SPAULDING SCHOOL,DR,,,UNIT 105,PLAINFIELD,IL,60585,5,500,"Mercantile, business, Other",2,0,4,W,8,U,N,N,,,,,N,N,,,Walter,Powley,815-439-5601,,"WALT POWLEY INLINE, INC.",WALTER,POWLEY
Warehouse 109,14903,S,CENTER,ST,,,UNIT 109,PLAINFIELD,IL,60544,1,142,Clubhouse,1,0,7,B,8,U,1,P,4,S,4,H,1,P,1,W,,,,,WAREHOUSE 109,,
